0	1656
1	982
2	936
3	1048
4	1136
5	1252
6	904
7	1373
8	1706
9	1535
10	1958
11	933
12	1150
13	1008
14	977
15	1256
16	757
17	1086
18	1360
19	952
20	1170
21	763
22	1108
23	1756
24	904
25	1632
26	1530
27	876
28	914
29	1219
30	683
31	682
32	1432
33	1238
34	1669
35	804
36	986
37	1546
38	1440
39	4500
40	1211
41	1040
42	1402
43	1676
44	1393
45	2592
46	1066
47	1478
48	1879
49	792
50	1102
51	2114
52	1144
53	750
54	1334
55	2269
56	980
57	966
58	1116
59	848
60	1194
61	1401
62	2334
63	1269
64	1296
65	1860
66	1648
67	1246
68	909
69	1006
70	1458
71	1550
72	764
73	1377
74	854
75	902
76	1985
77	1418
78	2561
79	1027
80	1318
81	1066
82	980
83	746
84	1968
85	1746
86	1136
87	1109
88	1385
89	1091
90	814
91	1208
92	1096
93	1367
94	1070
95	2073
96	976
97	1124
98	1666
99	957
