0	52604
1	50431
2	45433
3	36220
4	47349
5	38535
6	40981
7	51803
8	45826
9	45420
10	43755
11	45475
12	53573
13	44194
14	35173
15	40335
16	54383
17	45030
18	46780
19	46496
20	49675
21	51331
22	41059
23	48438
24	51353
25	47252
26	46877
27	42875
28	48897
29	44278
30	44952
31	58680
32	43841
33	44524
34	39095
35	47512
36	40820
37	42817
38	39354
39	46193
40	39455
41	46587
42	42488
43	40830
44	45470
45	35052
46	45281
47	48206
48	50803
49	52094
50	47420
51	42054
52	43337
53	50895
54	40169
55	42365
56	44719
57	48901
58	47246
59	45704
60	45937
61	50180
62	44589
63	41970
64	43601
65	39672
66	46024
67	43813
68	38539
69	43392
70	41524
71	43950
72	41401
73	43290
74	51441
75	49535
76	53344
77	44722
78	52393
79	43275
80	48233
81	48605
82	47994
83	46957
84	43175
85	43672
86	46854
87	50237
88	47388
89	43687
90	45511
91	44535
92	46380
93	46834
94	43489
95	52156
96	37240
97	52127
98	47423
99	49994
