1	2785
2	1725
3	1420
4	1678
5	1597
6	1875
7	1375
8	1978
9	2677
10	2212
11	2605
12	1509
13	2506
14	1527
15	1502
16	2384
17	1337
18	1771
19	2445
20	1418
21	1640
22	3581
23	1915
24	2275
25	1728
26	2334
27	2005
28	1427
29	1853
30	1777
31	1178
32	1137
33	2117
34	1760
35	2683
36	1461
37	1579
38	2178
39	1890
40	5109
41	1763
42	2861
43	1848
44	2344
45	1898
46	2998
47	1477
48	3110
49	2310
50	1841
51	1577
52	2654
53	2658
54	1387
55	3719
56	3160
57	1464
58	3411
59	1830
60	1331
61	2409
62	1909
63	3147
64	1700
65	1793
66	2793
67	2122
68	1855
69	1894
70	3344
71	1946
72	2056
73	1567
74	1826
75	1496
76	1941
77	2468
78	2707
79	2975
80	1535
81	2717
82	1571
83	1617
84	1382
85	2950
86	3050
87	1767
88	2524
89	2917
90	1663
91	1416
92	1684
93	1926
94	1790
95	1655
96	2860
97	2488
98	2285
99	2342
100	1535
