1	1068
2	1122
3	1940
4	894
5	1301
6	1107
7	1204
8	1090
9	2517
10	1395
11	1181
12	1934
13	1811
14	673
15	1830
16	1156
17	1837
18	1505
19	1333
20	1332
21	1624
22	1412
23	1537
24	1233
25	928
26	1011
27	1208
28	1306
29	1882
30	985
31	1852
32	1533
33	2283
34	1769
35	1068
36	931
37	998
38	1027
39	1138
40	1725
41	972
42	1260
43	1348
44	890
45	1090
46	1027
47	1457
48	1346
49	1258
50	1486
51	1442
52	986
53	1690
54	1896
55	1374
56	1160
57	950
58	1578
59	1773
60	1036
61	1116
62	1467
63	1221
64	1114
65	1269
66	1170
67	1141
68	1266
69	1581
70	1237
71	1239
72	1156
73	1279
74	1612
75	1017
76	1255
77	1126
78	1214
79	1613
80	722
81	1184
82	1332
83	2406
84	1287
85	1231
86	922
87	1091
88	1504
89	1133
90	1624
91	1469
92	1716
93	1495
94	1106
95	1138
96	1287
97	1384
98	1658
99	1126
100	1373
101	971
102	1435
103	1341
104	1663
105	1272
106	1052
107	1132
108	1167
109	1079
110	1429
111	976
112	1036
113	920
114	981
115	1596
116	1119
117	1018
118	1059
119	2074
120	1086
121	1126
122	1088
123	1435
124	1407
125	1143
126	1585
127	1275
128	1239
129	1331
130	1272
131	1110
132	1234
133	1976
134	1243
135	1120
136	1489
137	970
138	1441
139	1464
140	1175
141	1248
142	888
143	1169
144	1046
145	1331
146	1045
147	840
148	1104
149	1337
150	1101
151	1431
152	1190
153	1147
154	1177
155	1709
156	1026
157	941
158	1597
159	2035
160	2029
161	1426
162	1004
163	1403
164	1467
165	1781
166	1435
167	877
168	1051
169	892
170	1331
171	1144
172	1495
173	1133
174	943
175	831
176	992
177	1042
178	1946
179	1126
180	2339
181	1180
182	1207
183	1095
184	994
185	864
186	1731
187	1268
188	1081
189	853
190	1669
191	1514
192	826
193	1136
194	834
195	1157
196	1613
197	1519
198	974
199	1061
200	1570
201	1529
202	1718
203	1329
204	760
205	893
206	1382
207	1506
208	1366
209	1134
210	1370
211	1286
212	1970
213	1330
214	1003
215	1178
216	943
217	1369
218	841
219	1043
220	1125
221	1613
222	1172
223	1047
224	1485
225	979
226	1453
227	1094
228	1394
229	1690
230	839
231	1362
232	1496
233	1020
234	963
235	1525
236	1750
237	1005
238	1456
239	1151
240	1728
241	847
242	1931
