0	729
1	343
2	44
3	190
4	61
5	223
6	71
7	205
8	571
9	237
10	167
11	176
12	956
13	79
14	85
15	728
16	140
17	245
18	645
19	66
20	70
21	2338
22	407
23	79
24	384
25	302
26	75
27	151
28	539
29	158
30	55
31	55
32	165
33	42
34	614
35	257
36	153
37	192
38	10
39	209
40	72
41	1421
42	46
43	268
44	65
45	6
46	11
47	1232
48	31
49	649
50	75
51	140
52	1114
53	237
54	1945
55	491
56	84
57	2005
58	314
59	83
60	735
61	68
62	413
63	31
64	97
65	533
66	74
67	169
68	545
69	1898
70	88
71	106
72	403
73	49
74	242
75	639
76	43
77	889
78	14
79	68
80	999
81	105
82	157
83	236
84	582
85	864
86	231
87	1015
88	1132
89	172
90	202
91	36
92	430
93	23
94	185
95	387
96	1072
97	721
98	276
99	138
