0	10506
1	10506
2	10506
3	10404
4	10506
5	10404
6	10506
7	10404
8	10404
9	10710
10	10506
11	10506
12	10506
13	10404
14	10404
15	10506
16	10506
17	10404
18	10506
19	10404
20	10506
21	10506
22	10404
23	10404
24	10404
25	10404
26	10710
27	10506
28	10404
29	10404
30	10404
31	10404
32	10404
33	10404
34	10404
35	10404
36	10506
37	10404
38	10404
39	10710
40	10404
41	10506
42	10404
43	10404
44	10404
45	10404
46	10506
47	10506
48	10506
49	10404
50	10506
51	10506
52	10506
53	10404
54	10404
55	10506
56	10506
57	10506
58	10506
59	10506
60	10404
61	10506
62	10404
63	10710
64	10506
65	10710
66	10506
67	10404
68	10404
69	10404
70	10404
71	10506
72	10404
73	10404
74	10404
75	10404
76	10506
77	10404
78	10404
79	10404
80	10404
81	10404
82	10404
83	10506
84	10506
85	10506
86	10608
87	10404
88	10404
89	10506
90	10404
91	10404
92	10506
93	10404
94	10506
95	10404
96	10506
97	10404
98	10404
99	10404
