1	10992
2	15210
3	10460
4	10369
5	8966
6	8599
7	13774
8	15769
9	13008
10	14599
11	9669
12	13850
13	9273
14	11263
15	10845
16	12657
17	8881
18	13385
19	9740
20	12138
21	10615
22	10274
23	15774
24	8869
25	6965
26	9534
27	8921
28	7835
29	7388
30	12122
31	10142
32	13665
33	8622
34	8305
35	9395
36	11232
37	10404
38	8068
39	8933
40	10910
41	8465
42	9015
43	9024
44	10074
45	9851
46	9870
47	16234
48	13527
49	12415
50	9622
51	10335
52	9769
53	11553
54	10037
55	8455
56	10586
57	9106
58	10209
59	11606
60	8587
61	10859
62	15135
63	8533
64	9365
65	7591
66	7968
67	10734
68	19397
69	10353
70	13026
71	11508
72	13115
73	10462
74	10685
75	10065
76	12444
77	8107
78	8800
79	11765
80	11384
81	10885
82	13535
83	8526
84	11695
85	10574
86	8207
87	16454
88	8896
89	10379
90	11598
91	7946
92	11552
93	13658
94	11934
95	7950
96	9145
97	9269
98	9684
99	13605
100	10274
