1	60826
2	64442
3	81009
4	65550
5	71720
6	61151
7	57883
8	61994
9	59888
10	61727
11	66461
12	68694
13	58831
14	71239
15	56951
16	61936
17	65413
18	71753
19	59148
20	74050
21	75027
22	82981
23	56421
24	81129
25	62250
26	71415
27	63747
28	60702
29	79838
30	63833
31	73843
32	61463
33	61817
34	83192
35	66829
36	55337
37	76388
38	62573
39	67388
40	72659
41	60682
42	57648
43	76134
44	83419
45	58332
46	58855
47	64932
48	64899
49	61138
50	70835
51	64763
52	54641
53	52197
54	77710
55	56447
56	88220
57	67745
58	55266
59	63009
60	60002
61	60953
62	67193
63	76206
64	79536
65	66678
66	62185
67	61796
68	60751
69	64293
70	62423
71	54720
72	67282
73	68682
74	60382
75	66553
76	66652
77	60648
78	71807
79	55084
80	62005
81	58999
82	61468
83	54579
84	50203
85	60665
86	62243
87	64085
88	68664
89	73710
90	62907
91	64516
92	72759
93	54643
94	77028
95	73234
96	75160
97	54690
98	58842
99	57477
100	68307
