1	1096
2	1085
3	1362
4	1075
5	905
6	1140
7	1443
8	1331
9	1409
10	1099
11	1269
12	1267
13	1271
14	1394
15	1926
16	1085
17	1343
18	1566
19	1062
20	1161
21	991
22	1224
23	1328
24	1287
25	1187
26	1686
27	1301
28	1231
29	1315
30	1466
31	1214
32	837
33	1532
34	966
35	1004
36	1481
37	1420
38	1921
39	1225
40	1761
41	1459
42	899
43	1053
44	1511
45	1080
46	1056
47	1774
48	1276
49	1572
50	1001
51	1619
52	1650
53	2169
54	1426
55	1132
56	1130
57	1246
58	993
59	1392
60	1232
61	1324
62	1448
63	1472
64	993
65	2015
66	1262
67	976
68	1420
69	813
70	957
71	1150
72	1083
73	2043
74	1416
75	1692
76	1134
77	2120
78	1387
79	1467
80	2020
81	1331
82	1086
83	1808
84	1248
85	1441
86	893
87	1244
88	802
89	1340
90	900
91	733
92	1115
93	1285
94	1110
95	889
96	867
97	1331
98	1481
99	1517
100	1017
101	1128
102	2947
103	2576
104	988
105	895
106	875
107	1162
108	1292
109	1547
110	2451
111	1181
112	1119
113	1130
114	1423
115	1788
116	2184
117	1626
118	1244
119	949
120	963
121	1434
122	1656
123	1630
124	1190
125	1408
126	1226
127	1292
128	1421
129	1189
130	1104
131	1234
132	1147
133	1984
134	1767
135	2448
136	1235
137	1251
138	3314
139	1227
140	1086
141	2396
142	1376
143	1326
144	1553
145	1316
146	1475
147	1228
148	1074
149	935
150	618
151	940
152	1206
153	1324
154	1672
155	1487
156	1676
157	1304
158	1190
159	995
160	1193
161	1107
162	2226
163	1561
164	1232
165	1529
166	1114
167	1486
168	1447
169	1910
170	1495
171	850
172	1077
173	1033
174	1264
175	953
176	1054
177	938
178	1184
179	1014
180	1178
181	1942
182	1004
183	1888
184	2752
185	1559
186	1262
187	1032
188	2547
189	1116
190	1570
191	1614
192	925
193	891
194	1136
195	1623
196	1310
197	1275
198	1215
199	1950
200	1981
201	1707
202	1428
203	1793
204	966
205	1247
206	1023
207	1518
208	1120
209	1663
210	3178
211	2236
212	1382
213	1717
214	1384
215	1148
216	1251
217	2082
218	1099
219	1679
220	1111
221	918
222	1671
223	1545
224	1189
225	1832
226	1271
227	1548
228	1387
229	1145
230	849
231	851
232	1187
233	1034
234	864
235	1101
236	949
237	1145
238	1319
239	1109
240	1154
241	1405
242	1380
243	1036
244	1934
245	748
246	1586
247	1155
248	1938
249	2089
250	1442
251	876
252	1051
253	1300
254	681
255	1328
256	1081
257	1475
258	1552
259	1070
260	916
261	1083
262	864
263	1139
264	1272
265	1072
266	1168
267	1253
268	1052
269	905
270	1296
271	2284
272	1493
273	920
274	936
275	1197
276	1281
277	1227
278	1671
279	1442
280	1192
281	1288
282	1965
283	1997
284	1814
285	1251
286	1312
287	1598
288	1124
289	1149
290	1246
291	1526
292	1496
293	1825
294	2137
295	1420
296	1325
297	1116
298	1929
299	942
300	1319
301	1302
302	1514
303	1371
304	1213
305	1325
306	1036
307	948
308	2006
309	1168
310	1377
311	1104
312	1151
313	1536
314	1160
315	1216
316	1330
317	953
318	1544
319	1851
320	953
321	878
322	787
323	1386
324	1071
325	1708
326	1699
327	1338
328	1518
329	1046
330	1353
331	988
332	1110
333	994
334	1333
335	1020
336	810
337	1438
338	1422
339	1113
340	1266
341	1222
342	1276
343	813
344	2149
345	846
346	1255
347	1063
348	1216
349	1352
350	1673
351	1407
352	885
353	1122
354	1244
355	1449
356	1152
357	1316
358	1646
359	1530
360	1079
361	924
362	790
363	1479
364	1063
365	922
366	951
367	1150
368	1445
369	1532
370	1865
371	1224
372	1293
373	1145
374	1126
375	931
376	1384
377	1468
378	1329
379	1733
380	1075
381	814
382	969
383	963
384	780
385	1747
386	1257
387	751
388	1281
389	1036
390	1076
391	1393
392	1660
393	1098
394	1387
395	1302
396	1193
397	1214
398	992
399	1424
400	1056
401	1972
402	1245
403	1093
404	1593
405	1081
406	1093
407	1624
408	1504
409	1474
410	1289
411	1035
412	1064
413	1665
414	1747
415	1495
416	1346
417	1471
418	1970
419	1527
420	1362
421	2050
422	1403
423	2116
424	1017
425	1433
426	1247
427	1238
428	1306
429	2127
430	1703
431	1734
432	1382
433	1207
434	1584
435	1336
436	1132
437	1009
438	924
439	1639
440	1283
441	1311
442	1941
443	1366
444	1409
445	1797
446	1306
447	1501
448	1457
449	813
450	2069
451	1235
452	1122
453	1480
454	1185
455	1348
456	884
457	1726
458	1007
459	1468
460	929
461	711
462	948
463	1641
464	1748
465	1130
466	1654
467	1327
468	1348
469	1095
470	1432
471	1386
472	1482
473	2029
474	1634
475	1297
476	1002
477	1358
478	1292
479	1547
480	996
481	1406
482	1281
483	1110
484	1587
485	1429
486	783
487	2327
488	1873
489	1497
490	1238
491	1109
492	1281
493	1926
494	973
495	806
496	1845
497	1451
498	1330
499	1297
500	1297
501	1126
502	1808
503	1366
504	1562
505	1829
506	1764
507	752
508	865
509	1217
510	1241
511	2007
512	832
513	1519
514	1269
515	934
516	1016
517	1311
518	887
519	1803
520	1115
521	1127
522	1131
523	1395
524	1082
525	1621
526	1754
527	1302
528	1431
529	1240
530	1999
531	1344
532	1473
533	1736
534	2529
535	1845
536	1187
537	1340
538	1254
539	1720
540	1263
541	1124
542	1287
543	1988
544	1127
545	891
546	1115
547	1201
548	1698
549	864
550	1654
551	1843
552	1481
553	1512
554	946
555	1282
556	949
557	908
558	1378
559	1120
560	1676
561	1504
562	1281
563	1098
564	1762
565	1063
566	1084
567	1136
568	983
569	1329
570	1487
571	1309
572	1267
573	1596
574	1448
575	1014
576	1482
577	1287
578	1361
579	1398
580	1721
581	995
582	995
583	905
584	1533
585	1470
586	2656
587	1943
588	1134
589	1633
590	1147
591	970
592	1100
593	903
594	908
595	1157
596	1658
597	1087
598	1618
599	1064
600	1534
601	1593
602	1712
603	1085
604	2015
605	2043
606	727
607	1592
608	1064
609	1189
610	1026
611	1565
612	969
613	1537
614	834
615	1139
616	1959
617	1017
618	1595
619	1125
620	1208
621	1092
622	1183
623	1291
624	1058
625	2167
626	1582
627	1163
628	1695
629	1013
630	1314
631	1706
632	1746
633	1720
634	2201
635	1301
636	1705
637	1564
638	1262
639	1186
640	751
641	1765
642	1669
643	843
644	1065
645	1642
646	2142
647	1075
648	1544
649	974
650	1349
651	1246
652	1023
653	1328
654	3036
655	1202
656	958
657	1604
658	1137
659	1195
660	1418
661	1289
662	1210
663	922
664	969
665	806
666	1391
667	979
668	904
669	1162
670	1594
671	1457
672	1187
673	1030
674	1391
675	1036
676	1287
677	2091
678	1199
679	1189
680	1296
681	841
682	1053
683	1147
684	975
685	1500
686	1114
687	1404
688	1242
689	953
690	1219
691	1241
692	995
693	1845
694	1822
695	1065
696	1335
697	1055
698	1509
699	1184
700	1193
701	850
702	904
703	1419
704	1312
705	1280
706	1292
707	1256
708	1338
709	1424
710	1438
