0	6887
1	7780
2	6520
3	6501
4	6860
5	6035
6	7591
7	7665
8	8733
9	8857
10	6619
11	7854
12	7320
13	7216
14	8948
15	7188
16	7062
17	9580
18	5793
19	8299
20	8000
21	7998
22	6621
23	6833
24	5195
25	7420
26	6642
27	6078
28	5327
29	6913
30	7216
31	8811
32	5851
33	5871
34	7146
35	8630
36	8259
37	6290
38	6836
39	7269
40	6778
41	6704
42	6768
43	7063
44	6826
45	7948
46	7900
47	5986
48	7187
49	7665
50	7014
51	7601
52	8168
53	6427
54	6765
55	7808
56	7142
57	6998
58	9041
59	6742
60	7168
61	6346
62	6711
63	6535
64	5834
65	6182
66	6929
67	12348
68	7716
69	6681
70	7517
71	9351
72	8286
73	8328
74	7426
75	9599
76	6384
77	6670
78	8232
79	6802
80	8206
81	8387
82	6773
83	8812
84	7027
85	5905
86	8350
87	6210
88	6865
89	7215
90	6322
91	7177
92	7797
93	7330
94	5921
95	5935
96	5494
97	7416
98	6698
99	8266
